step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
41,CASH_OUT,249092.98,C1739227863,49560,0,C134012626,3744087.59,4164813.11,0,0
41,CASH_OUT,419343.31,C274472094,78,0,C804597719,72821.25,492164.55,0,0
41,PAYMENT,31802.01,C11728051,0,0,M1398590222,0,0,0,0
41,TRANSFER,581889.94,C518343264,581889.94,0,C596058183,0,0,1,0
41,CASH_OUT,231880.42,C2091214161,2424,0,C71917980,0,231880.42,0,0
41,PAYMENT,5013.59,C2060091758,0,0,M657000772,0,0,0,0
41,PAYMENT,5117.48,C1509283240,0,0,M650130342,0,0,0,0
42,TRANSFER,3569720.42,C1985844506,3569720.42,0,C440567141,0,0,1,0
42,CASH_OUT,2656.75,C231720861,103948,101291.25,C386043322,0,2656.75,0,0
42,CASH_IN,96628.87,C145996878,13555525.77,13652154.64,C884793986,127821.51,31192.64,0,0
42,CASH_OUT,175327.09,C435681114,21710,0,C510078603,1270514.73,1445841.82,0,0
42,PAYMENT,9105.57,C651532069,137844,128738.43,M68942930,0,0,0,0
42,PAYMENT,500.14,C2057472553,201597.76,201097.62,M789311280,0,0,0,0
42,CASH_OUT,132621.05,C361256737,0,0,C524702185,2581806.1,2714427.14,0,0
42,CASH_IN,65547.57,C1506965663,8522113.42,8587661,C1780254892,1026036.6,960489.03,0,0
42,CASH_OUT,1566057.28,C1496808239,1566057.28,0,C737489499,0,1566057.28,1,0
42,CASH_OUT,372571.59,C1437001786,21928,0,C1597189552,111245.74,483817.33,0,0
42,CASH_IN,18374.06,C604279044,18137612.76,18155986.83,C1377735234,1732014.05,1713639.99,0,0
42,PAYMENT,398.59,C590627932,1048570.45,1048171.86,M1550111343,0,0,0,0
42,TRANSFER,1099093.05,C1362488106,0,0,C1017770930,6422545.66,7542344.99,0,0
42,CASH_OUT,107504.34,C1809467984,87727,0,C290398024,0,107504.34,0,0
42,CASH_IN,340538.88,C1824119527,6879969.26,7220508.14,C37235442,877953.5,283411.39,0,0
42,CASH_OUT,87300.67,C525420779,0,0,C401543297,718257.86,805558.53,0,0
42,CASH_OUT,92353.17,C704770916,693917,601563.83,C558360247,1682133.14,1774486.31,0,0
42,CASH_IN,120347.24,C1303822942,6351620.38,6471967.62,C67985650,5570167.84,5449820.61,0,0
42,CASH_IN,196601.42,C754370018,5033,201634.42,C2012464463,828053.32,631451.9,0,0
42,TRANSFER,334276.08,C1374233613,334276.08,0,C443044241,0,0,1,0
42,CASH_OUT,3569720.42,C2012983997,3569720.42,0,C365271329,0,3569720.42,1,0
42,PAYMENT,1483.37,C929518471,199494.37,198011,M1667746000,0,0,0,0
42,CASH_IN,298173.19,C1024795441,652380.52,950553.71,C283893745,378234.22,80061.03,0,0
42,PAYMENT,7900.67,C1234811965,16861,8960.33,M1577357240,0,0,0,0
42,PAYMENT,6849.06,C507596837,303918.16,297069.11,M123303753,0,0,0,0
42,CASH_OUT,26970.44,C408240964,6881,0,C330164318,692646.77,719617.21,0,0
42,PAYMENT,7466.05,C456800776,0,0,M1140470560,0,0,0,0
42,TRANSFER,161486.71,C69502781,0,0,C544181807,1498718.46,1660205.17,0,0
42,TRANSFER,506867.52,C1345605199,506867.52,0,C759668657,0,0,1,0
42,PAYMENT,17132.23,C480395737,15132,0,M1223782530,0,0,0,0
42,CASH_IN,63010.92,C1961525888,450417.2,513428.11,C161443034,802428.77,739417.86,0,0
42,CASH_OUT,360133.77,C1423452380,10011,0,C324134097,2208460.54,2568594.31,0,0
42,PAYMENT,4325.65,C885277695,65619.65,61294,M1074827890,0,0,0,0
42,CASH_OUT,286637.11,C980443928,0,0,C1712459668,747942.28,1034579.38,0,0
42,CASH_OUT,122224.59,C1622064717,249569.92,127345.33,C389486031,523854.92,646079.51,0,0
42,TRANSFER,542599.68,C1420079233,0,0,C1173797345,3403930.7,3946530.38,0,0
42,CASH_OUT,62463.91,C1316868531,10690,0,C2006025478,628236.29,690700.2,0,0
42,CASH_OUT,70744.25,C972748406,0,0,C1930736968,664575.63,735319.88,0,0
42,CASH_IN,108993.18,C1866384657,20546,129539.18,C977896446,879398.6,770405.42,0,0
42,PAYMENT,5502.25,C15325334,1577,0,M632408693,0,0,0,0
42,CASH_OUT,151196.14,C1657031506,0,0,C2002027219,264939.72,416135.87,0,0
43,CASH_OUT,362152.77,C1825250063,362152.77,0,C321399553,282809.47,644962.23,1,0
43,CASH_OUT,350789.59,C1269861924,350789.59,0,C724251968,8785008.75,9135798.34,1,0
43,PAYMENT,12374.49,C1828303120,9950,0,M490643377,0,0,0,0
43,CASH_OUT,127154.48,C2115166378,23647.44,0,C837153776,23352152.06,23479306.53,0,0
43,PAYMENT,922.3,C34828948,254240.46,253318.16,M1375377115,0,0,0,0
43,PAYMENT,202.22,C878149950,163,0,M822595377,0,0,0,0
43,PAYMENT,5148.63,C510176096,0,0,M1054932423,0,0,0,0
43,CASH_IN,109343.86,C1318750024,12230,121573.86,C2123383686,222459.08,113115.22,0,0
43,PAYMENT,15499.04,C91166267,0,0,M786608793,0,0,0,0
43,CASH_OUT,27939.17,C638780616,22064,0,C172085096,497302.33,525241.51,0,0
43,TRANSFER,122096.49,C875478993,0,0,C1388182036,7627671.39,7749767.88,0,0
43,CASH_OUT,43647.45,C264025409,0,0,C799275887,172348.56,215996.01,0,0
43,TRANSFER,21987,C725236553,21987,0,C417640852,0,0,1,0
43,CASH_OUT,28875.9,C1958459249,0,0,C735936774,760045.53,788921.42,0,0
43,PAYMENT,16838.61,C1130891299,52311,35472.39,M1563177244,0,0,0,0
43,PAYMENT,4397.92,C139138234,0,0,M37964668,0,0,0,0
43,PAYMENT,5209.54,C1575401907,13070,7860.46,M1148580762,0,0,0,0
43,CASH_IN,35518.03,C832987789,67601,103119.03,C879449059,0,0,0,0
43,PAYMENT,2492.87,C645593689,80103,77610.13,M1507958775,0,0,0,0
43,PAYMENT,13895.33,C36068192,62996,49100.67,M73832814,0,0,0,0
43,PAYMENT,5525.33,C1606668803,0,0,M2018591420,0,0,0,0
43,CASH_OUT,30513.19,C1154409869,21694,0,C750537089,2934418.22,2964931.42,0,0
43,PAYMENT,3979.88,C281462523,28167.81,24187.94,M407297640,0,0,0,0
43,TRANSFER,1395850.55,C1296215617,0,0,C1429415136,260806.21,1656656.77,1,0
43,CASH_OUT,590968.52,C1258900637,0,0,C1337416387,1641021.71,2661427.69,0,0
43,CASH_IN,18102.71,C1501325335,2685078.98,2703181.69,C814348480,161100.69,142997.98,0,0
43,CASH_IN,201730.26,C849817231,0,201730.26,C861521582,1023754.68,822024.41,0,0
43,CASH_OUT,151418.82,C1161704418,26221,0,C653079281,1433060.49,1584479.31,0,0
43,TRANSFER,435166.65,C1897851214,435166.65,0,C1118636317,0,0,1,0
43,CASH_OUT,151343.85,C1456990286,5220,0,C1740645293,2297567.14,2448910.99,0,0
43,TRANSFER,350789.59,C1709961291,350789.59,0,C1364728606,0,276871.71,1,0
43,CASH_IN,103997.17,C71372143,30034,134031.17,C110969659,99466.9,421031.97,0,0
43,CASH_IN,68765.35,C4497570,1019136.48,1087901.82,C1026546087,185940.87,117175.52,0,0
43,CASH_OUT,49236.77,C1028727730,0,0,C468758361,130030.29,190175.99,0,0
43,TRANSFER,93459.89,C1518273469,93459.89,0,C1076725693,0,0,1,0
43,PAYMENT,11430.48,C1283085212,0,0,M1191011239,0,0,0,0
43,TRANSFER,5330420.8,C923053190,0,0,C1289453529,8940563.3,14270984.09,0,0
43,TRANSFER,125354.12,C68247233,0,0,C2088858622,210151.79,335505.91,0,0
43,CASH_OUT,158497.78,C326020438,4332,0,C1589513081,400210.97,558708.76,0,0
43,CASH_OUT,329758.1,C1133549225,0,0,C352331958,1748153.46,2283934.52,0,0
43,CASH_IN,310562.39,C82772497,4073530.02,4384092.41,C1847563338,680891.61,370329.22,0,0
43,PAYMENT,1724.44,C529857068,0,0,M1693451571,0,0,0,0
43,PAYMENT,341.23,C1879281617,0,0,M1299591646,0,0,0,0
43,CASH_OUT,204676.37,C268387282,30515,0,C464825045,0,204676.37,0,0
43,CASH_OUT,62643.11,C1015225100,29741.18,0,C1455346847,2328389.13,2391032.24,0,0
43,CASH_OUT,363220.27,C380207567,14693,0,C1467806809,0,288505.63,0,0
43,CASH_OUT,131852.65,C845169224,0,0,C135366236,1402021.57,1533874.21,0,0
43,CASH_IN,437466.81,C365650632,49895,487361.81,C804361924,0,0,0,0
44,PAYMENT,10280.01,C1065633282,0,0,M2034907660,0,0,0,0
44,CASH_OUT,128912.97,C87692138,11661,0,C1658643047,884564.06,1013477.03,0,0
44,CASH_OUT,143240.24,C1367695154,21408,0,C1213544587,160411.99,303652.23,0,0
44,TRANSFER,1649818.97,C369936121,1649818.97,0,C1347315975,0,0,1,0
44,TRANSFER,27516.92,C1525743964,0,0,C1455166271,1053642.85,1081159.77,0,0
44,CASH_IN,64673.25,C1815689357,10288958.7,10353631.95,C41606317,109534.01,44860.76,0,0
44,TRANSFER,496031.7,C786178927,0,0,C1757799653,831040.5,1327072.2,0,0
44,CASH_OUT,62841.41,C1160495109,296,0,C529511330,1165863.58,1228704.98,0,0
44,PAYMENT,16343.01,C1162045061,167726,151382.99,M512381119,0,0,0,0
44,CASH_OUT,6382.26,C97988432,623,0,C1652979437,14620,21002.26,0,0
44,TRANSFER,509092.09,C1054533771,0,0,C459184199,1956215.54,2377862.38,0,0
44,CASH_OUT,75465.89,C2015269612,0,0,C910517892,875585.66,951051.56,0,0
44,TRANSFER,44571.94,C1819568647,44571.94,0,C258309243,0,0,1,0
44,PAYMENT,248.3,C941378158,14769,14520.7,M796474118,0,0,0,0
44,TRANSFER,3105254.97,C1662970365,0,0,C823681343,4643939.51,7749194.48,0,0
44,CASH_OUT,112055.7,C1511940700,1095,0,C1756516328,80978.08,193033.78,0,0
44,CASH_OUT,211217.09,C1622411664,0,0,C1304947536,719867.3,931084.38,0,0
44,PAYMENT,72.98,C392989184,1085,1012.02,M120600885,0,0,0,0
44,PAYMENT,4512.42,C868820074,79179,74666.58,M2074474017,0,0,0,0
44,TRANSFER,534255.94,C967325382,534255.94,0,C1259079602,0,0,1,0
44,CASH_OUT,318856.8,C451982945,0,0,C679868315,436724.23,1170667.69,0,0
44,CASH_IN,554390.45,C1137882499,8508629.56,9063020.01,C658289217,2297519.81,1743129.36,0,0
44,TRANSFER,564803.03,C1712864399,58261,0,C1004526326,0,564803.03,0,0
44,PAYMENT,480.58,C1374108622,4683,4202.42,M1285472891,0,0,0,0
44,PAYMENT,5043.48,C97393194,97637.57,92594.08,M826119968,0,0,0,0
44,CASH_OUT,387952.42,C321872585,387952.42,0,C401911630,2070655.98,2222177.16,1,0
44,CASH_OUT,144971.86,C718884164,59433,0,C1219165551,46825.74,191797.61,0,0
44,CASH_OUT,220950.47,C715401777,0,0,C1920681860,481012.97,701963.44,0,0
44,CASH_OUT,44571.94,C330892703,44571.94,0,C648682751,11984,0,1,0
44,CASH_OUT,1649818.97,C2052172437,1649818.97,0,C1401780750,560704.68,2210523.64,1,0
44,CASH_IN,48777.53,C784046837,874423.99,923201.52,C1616112449,318059.79,269282.26,0,0
44,CASH_OUT,46142.02,C985477326,111855.77,65713.75,C665366766,258423.29,304565.31,0,0
44,CASH_OUT,419483.71,C978426619,61811,0,C656437561,573934.76,993418.46,0,0
44,CASH_OUT,534255.94,C1829721095,534255.94,0,C991247178,24559,558814.94,1,0
44,TRANSFER,727602.69,C2103750341,0,0,C1991274064,2590695.47,3318298.15,0,0
44,CASH_IN,267922.6,C1269516495,16011168.23,16279090.83,C752976394,1598815.95,1330893.35,0,0
44,PAYMENT,4203.33,C367509429,19641.02,15437.69,M1388379036,0,0,0,0
44,CASH_OUT,91499.31,C1937920560,34409,0,C1423697337,556324.16,647823.47,0,0
44,CASH_OUT,43790.59,C1497907540,0,0,C1188950237,322047.75,365838.34,0,0
44,CASH_IN,92829.99,C1771270187,10132343.46,10225173.45,C804174126,347051.73,120394.45,0,0
44,PAYMENT,270.67,C1627873041,50160,49889.33,M1984593309,0,0,0,0
44,CASH_IN,54982.74,C297086978,21541,76523.74,C811597806,76647.32,21664.58,0,0
45,CASH_IN,7219.72,C1126344310,2640298.03,2647517.75,C252061143,25398.93,18179.21,0,0
45,CASH_OUT,65309.49,C1195759358,10283,0,C758075007,444398.12,509707.61,0,0
45,CASH_OUT,167443.29,C839193839,0,0,C222672071,1345108.15,1512551.44,0,0
45,CASH_IN,182988.49,C473436767,19352604.43,19535592.92,C154111764,257978.74,74990.25,0,0
45,TRANSFER,7335355.57,C1102672587,7335355.57,0,C735323689,0,0,1,0
45,CASH_IN,81219.38,C1911858681,250840.02,332059.4,C729866516,13751469.14,13670249.76,0,0
45,CASH_OUT,155761.29,C719370249,155761.29,0,C2024978323,192775.45,348536.74,1,0
45,CASH_IN,182914.85,C1832245038,2597,185511.85,C357269639,274630.55,91715.7,0,0
45,CASH_OUT,162489.79,C2053667236,283,0,C145013064,0,83965.74,0,0
45,CASH_OUT,7335355.57,C1223916377,7335355.57,0,C542934513,702100.11,8037455.68,1,0
45,TRANSFER,1069508.42,C1582972194,1069508.42,0,C284364603,0,0,1,0
45,CASH_OUT,5188875.35,C1564479230,5188875.35,0,C203959811,11465,5020573.28,1,0
45,CASH_OUT,1069508.42,C1958391057,1069508.42,0,C1813915360,172254,1439496.96,1,0
45,CASH_OUT,357836.57,C198543509,357836.57,0,C824285986,51217.85,409054.43,1,0
45,CASH_OUT,42907.86,C1559813455,106,0,C1590255556,0,42907.86,0,0
45,CASH_IN,274741.64,C1660964143,193829,468570.64,C1268332133,289422.25,14680.6,0,0
45,TRANSFER,4919642.57,C1457431353,4919642.57,0,C203170379,0,0,1,0
45,CASH_OUT,158097.25,C1393506933,0,0,C1041359496,262340.71,420437.96,0,0
45,TRANSFER,5188875.35,C1556710652,5188875.35,0,C1264872013,0,0,1,0
45,CASH_IN,75307.77,C226633646,2302916.66,2378224.43,C825771150,292458.42,217150.65,0,0
45,TRANSFER,155761.29,C280136890,155761.29,0,C927108992,0,0,1,0
45,CASH_IN,196957.63,C1892272521,7300829.09,7497786.72,C1499695917,963567.67,766610.04,0,0
45,TRANSFER,213983.59,C286239409,213983.59,0,C151804423,0,0,1,0
45,PAYMENT,13494,C1971611878,0,0,M1473881015,0,0,0,0
45,CASH_OUT,217255.97,C1291131466,217255.97,0,C1786011910,2115234.86,2332490.82,1,0
45,TRANSFER,217255.97,C1481880227,217255.97,0,C948441746,0,0,1,0
45,CASH_OUT,335268.01,C827495250,10778,0,C1394357546,181559.99,516828,0,0
45,PAYMENT,2143.2,C1048382602,9770.77,7627.56,M1603952370,0,0,0,0
46,CASH_OUT,98876.26,C440092943,20122,0,C496266959,68595.85,167472.11,0,0
46,CASH_OUT,203633.08,C1300211792,356554,152920.92,C2144983522,18312.06,221945.14,0,0
46,PAYMENT,3253.04,C883191980,92974,89720.96,M1930620425,0,0,0,0
46,CASH_OUT,945131.85,C809054944,945131.85,0,C264512063,119561.47,1064693.32,1,0
46,CASH_OUT,71372,C313736303,71372,0,C935310781,613464.04,684836.04,1,0
46,PAYMENT,1261.94,C1320295030,71963,70701.06,M416689955,0,0,0,0
46,TRANSFER,945131.85,C1324043104,945131.85,0,C797897879,0,0,1,0
46,CASH_OUT,246775.19,C250995139,0,0,C1116548514,498676.7,745451.89,0,0
46,CASH_OUT,287296.94,C1489580170,0,0,C1337449365,1326756.98,1614053.92,0,0
46,TRANSFER,942593.17,C1535708376,0,0,C77933442,1153142.01,2095735.18,0,0
46,CASH_OUT,82971.91,C522399382,82971.91,0,C509018542,39316.96,122288.87,1,0
46,CASH_OUT,736370.54,C533706573,736370.54,0,C1063608678,556478.62,1292849.15,1,0
46,CASH_OUT,123819.07,C367897385,159672,35852.93,C1826619819,66535.81,190354.88,0,0
46,TRANSFER,736370.54,C1061149717,736370.54,0,C737745926,0,0,1,0
47,TRANSFER,13172.17,C1669581327,13172.17,0,C1697995801,0,0,1,0
47,PAYMENT,10215.61,C913413854,1461,0,M478476361,0,0,0,0
47,TRANSFER,61487.67,C825902720,61487.67,0,C512979582,0,0,1,0
47,TRANSFER,667043.9,C1221718544,667043.9,0,C29028630,0,0,1,0
47,TRANSFER,202978.65,C1932446672,0,0,C966173999,2122336.55,2325315.19,1,0
47,TRANSFER,1388951.5,C1186930189,1388951.5,0,C2069118895,0,0,1,0
47,TRANSFER,561578.26,C1654057455,0,0,C1570169596,2719229.19,4856873.56,0,0
47,CASH_OUT,61487.67,C2064498880,61487.67,0,C1457751793,0,61487.67,1,0
47,CASH_IN,156104.21,C2055622983,4395227.79,4551331.99,C1812389427,1117840.96,961736.76,0,0
47,CASH_OUT,13172.17,C11443462,13172.17,0,C1334228384,0,13172.17,1,0
47,TRANSFER,321387.18,C328731366,45931,0,C1567162988,4973936.98,5295324.16,0,0
47,TRANSFER,827921.27,C1767277816,827921.27,0,C1835346647,0,0,1,0
47,CASH_OUT,2249574.01,C758510706,2249574.01,0,C1011054162,3785286.98,6034861,1,0
47,TRANSFER,2249574.01,C853837808,2249574.01,0,C1750636426,0,0,1,0
47,CASH_OUT,667043.9,C1676208609,667043.9,0,C1263000252,104132.27,771176.17,1,0
47,TRANSFER,36532.84,C905922907,36532.84,0,C2062739315,0,0,1,0
47,CASH_OUT,156011.24,C877302181,156011.24,0,C2044342029,152239.96,308251.2,1,0
47,CASH_OUT,148836.33,C1149781231,225996.83,77160.5,C642592261,180978.71,329815.04,0,0
47,CASH_OUT,36532.84,C1588509166,36532.84,0,C1486240719,0,36532.84,1,0
47,CASH_IN,101532.42,C1176066195,6322415.35,6423947.77,C1910239791,993841.48,892309.06,0,0
47,TRANSFER,243028.65,C1664257559,243028.65,0,C1658994093,0,0,1,0
47,CASH_OUT,113381.34,C1217648135,0,0,C358820318,8007256.56,8120637.89,0,0
48,TRANSFER,147267.01,C1261933788,147267.01,0,C1058127621,0,0,1,0
48,PAYMENT,10767.71,C854200412,0,0,M1769599510,0,0,0,0
48,PAYMENT,10576.08,C804593763,29995,19418.92,M1387475877,0,0,0,0
48,PAYMENT,3754.14,C808938908,10590,6835.86,M1787517382,0,0,0,0
48,TRANSFER,561374.78,C796147836,561374.78,0,C723898004,0,0,1,0
48,CASH_OUT,198996.67,C91401269,619400,420403.33,C1897382257,486053.61,685050.29,0,0
48,CASH_OUT,5489302.04,C123757418,5489302.04,0,C346649476,1356390.81,6845692.85,1,0
48,PAYMENT,10437.69,C1433373433,42663.78,32226.09,M2017614514,0,0,0,0
48,TRANSFER,5489302.04,C806769154,5489302.04,0,C519182481,0,0,1,0
48,PAYMENT,5344.44,C1842885118,101535,96190.56,M1796533533,0,0,0,0
48,CASH_OUT,138515.32,C1503081135,0,0,C1067325077,1403909.68,1542425,0,0
48,PAYMENT,5378.07,C2111933689,9357,3978.93,M1146211387,0,0,0,0
48,CASH_OUT,561374.78,C442133026,561374.78,0,C952759841,5726683.53,6288058.31,1,0
48,TRANSFER,337974.21,C2029593206,337974.21,0,C1780194403,0,0,1,0
48,CASH_OUT,147267.01,C1556029086,147267.01,0,C1479614331,107418,64210.56,1,0
48,CASH_OUT,337974.21,C1171102344,337974.21,0,C1505545472,0,337974.21,1,0
48,TRANSFER,1215297.01,C22070941,1215297.01,0,C1908319524,0,0,1,0
49,CASH_OUT,1021129.67,C771564749,1021129.67,0,C2126217921,86245.92,1107375.59,1,0
49,CASH_OUT,114017.19,C305323219,114017.19,0,C1508275623,2822872.88,2936890.07,1,0
50,TRANSFER,592737.43,C30736240,592737.43,0,C725738949,0,0,1,0
50,CASH_OUT,112668.54,C1673728989,112668.54,0,C487582896,0,112668.54,1,0
50,TRANSFER,967153.5,C850743663,967153.5,0,C1137540009,0,0,1,0
51,CASH_OUT,1398946.33,C1269420432,1398946.33,0,C237977902,0,1398946.33,1,0
51,TRANSFER,1170282.92,C1948396559,1170282.92,0,C538567441,0,0,1,0
51,TRANSFER,115881.21,C836452372,115881.21,0,C1661320351,0,0,1,0
51,TRANSFER,339275.64,C427722942,339275.64,0,C2116826462,0,0,1,0
51,CASH_OUT,1170282.92,C555990868,1170282.92,0,C1318550066,173264.14,1343547.06,1,0
51,CASH_OUT,115881.21,C819461207,115881.21,0,C814886797,4774288.04,4890169.26,1,0
52,CASH_OUT,969259.07,C457586283,969259.07,0,C379384197,85723.45,1054982.52,1,0
52,TRANSFER,969259.07,C806145630,969259.07,0,C1088026094,0,0,1,0
52,TRANSFER,1093155.19,C84753955,1093155.19,0,C203085340,0,0,1,0
52,TRANSFER,128426.58,C1842985263,128426.58,0,C840755462,0,0,1,0
53,CASH_OUT,1631640.02,C1732115289,1631640.02,0,C262978946,705298.87,2336938.89,1,0
53,TRANSFER,931684.75,C101455775,931684.75,0,C1834538811,0,0,1,0
53,CASH_OUT,3640271.29,C108318597,3640271.29,0,C1038092429,6525.95,3646797.25,1,0
53,TRANSFER,6215.44,C1484456052,6215.44,0,C1913346868,0,0,1,0
53,TRANSFER,1631640.02,C443233087,1631640.02,0,C1597258791,0,0,1,0
54,TRANSFER,1350574.58,C919766733,1350574.58,0,C623650025,0,0,1,0
54,TRANSFER,438224.6,C163085808,438224.6,0,C652285552,0,0,1,0
54,CASH_OUT,438224.6,C1238831225,438224.6,0,C296924123,320697.46,758922.05,1,0
55,CASH_OUT,854550.85,C1410522707,854550.85,0,C880907246,186808.48,1041359.33,1,0
55,TRANSFER,167715.53,C5594712,167715.53,0,C69798076,0,0,1,0
55,CASH_OUT,283400.42,C2116041382,283400.42,0,C1772301094,2662439.92,2945840.34,1,0
55,CASH_OUT,109028.8,C1835596211,109028.8,0,C1502942700,674110.57,783139.37,1,0
55,CASH_OUT,167715.53,C710580864,167715.53,0,C349231889,492360.21,660075.73,1,0
55,TRANSFER,309254.05,C1323797959,309254.05,0,C986375360,0,0,1,0
55,TRANSFER,854550.85,C723006620,854550.85,0,C240791931,0,0,1,0
55,TRANSFER,109028.8,C215685392,109028.8,0,C1679780828,0,0,1,0
55,TRANSFER,760625.76,C1611123412,760625.76,0,C1796277088,0,0,1,0
55,TRANSFER,283400.42,C1745208932,283400.42,0,C2118682140,0,0,1,0
56,TRANSFER,136562.78,C1391703729,136562.78,0,C1707583711,0,0,1,0
56,CASH_OUT,530733.43,C1486070505,530733.43,0,C1428831661,233066.99,763800.42,1,0
56,CASH_OUT,829885.13,C1179900921,829885.13,0,C2021579766,13276462.12,14106347.25,1,0
56,TRANSFER,829885.13,C633571752,829885.13,0,C22428002,0,0,1,0
56,CASH_OUT,82767.31,C1447707746,82767.31,0,C133385139,401173.22,483940.53,1,0
56,CASH_OUT,325242.69,C905192559,325242.69,0,C1676432811,910845.46,1236088.15,1,0
56,CASH_OUT,42789.93,C1799683256,42789.93,0,C2124012245,0,42789.93,1,0
56,TRANSFER,42789.93,C353411083,42789.93,0,C803277933,0,0,1,0
56,TRANSFER,4243468.19,C244956323,4243468.19,0,C1079262309,0,0,1,0
56,TRANSFER,530733.43,C176579882,530733.43,0,C1049193275,0,0,1,0
56,TRANSFER,325242.69,C464286204,325242.69,0,C1532660344,0,0,1,0
57,TRANSFER,354441.19,C829975560,354441.19,0,C157107660,0,0,1,0
58,CASH_OUT,378688.65,C851631639,378688.65,0,C1573752300,0,378688.65,1,0
58,TRANSFER,7108914.22,C1494760088,7108914.22,0,C1835087777,0,0,1,0
58,CASH_OUT,106673.26,C160197221,106673.26,0,C431559844,0,106673.26,1,0
58,TRANSFER,246938.77,C1588962215,246938.77,0,C1667993735,0,0,1,0
58,TRANSFER,378688.65,C801354252,378688.65,0,C388808912,0,0,1,0
58,TRANSFER,3156421.43,C1609180237,3156421.43,0,C1443408255,0,0,1,0
58,TRANSFER,109525.67,C1677074645,109525.67,0,C408634115,0,0,1,0
58,CASH_OUT,246938.77,C1249676524,246938.77,0,C1822682019,0,246938.77,1,0
58,CASH_OUT,561948.38,C1424142386,561948.38,0,C248271098,30911.97,592860.35,1,0
58,CASH_OUT,109525.67,C924291724,109525.67,0,C1035427073,3997342.61,4106868.28,1,0
58,TRANSFER,456745.18,C1016889565,456745.18,0,C1924324818,0,0,1,0
59,TRANSFER,394388.09,C1625333778,394388.09,0,C940087282,0,0,1,0
59,TRANSFER,44733.5,C521758644,44733.5,0,C1703221504,0,0,1,0
59,CASH_OUT,44733.5,C1363437677,44733.5,0,C1445811732,2534461.11,2579194.61,1,0
59,CASH_OUT,2050727.81,C992917413,2050727.81,0,C104038589,0,2050727.81,1,0
59,TRANSFER,192765.49,C267452646,192765.49,0,C243306413,0,0,1,0
59,CASH_OUT,21174.45,C1739548854,21174.45,0,C240278716,31409.08,52583.53,1,0
59,CASH_OUT,1367340.03,C954658479,1367340.03,0,C845870432,296833.6,1664173.63,1,0
59,CASH_OUT,9748.89,C383165349,9748.89,0,C868497487,180869.12,190618.01,1,0
59,CASH_OUT,394388.09,C1802030448,394388.09,0,C707965723,1260564.49,1654952.58,1,0
59,CASH_OUT,192765.49,C1429774414,192765.49,0,C764672612,3252407.57,3445173.06,1,0
59,TRANSFER,9748.89,C385589098,9748.89,0,C1606057909,0,0,1,0
59,CASH_OUT,3904257.51,C280132554,3904257.51,0,C858291954,0,3904257.51,1,0
60,CASH_OUT,1026208.84,C518197295,1026208.84,0,C1560262585,353447.51,1379656.35,1,0
60,TRANSFER,45807.51,C958487787,45807.51,0,C218393296,0,0,1,0
60,CASH_OUT,89014.32,C2128547053,89014.32,0,C2076906949,330651.68,419666,1,0
60,TRANSFER,581421.85,C1021314422,581421.85,0,C2062695733,0,0,1,0
60,TRANSFER,40486.25,C46706219,40486.25,0,C1894539182,0,0,1,0
60,CASH_OUT,581421.85,C1175189548,581421.85,0,C340833561,407848.96,989270.81,1,0
61,CASH_OUT,1735466.52,C319563760,1735466.52,0,C2133088178,0,1735466.52,1,0
61,TRANSFER,1372301.24,C1544506396,1372301.24,0,C2060264943,0,0,1,0
61,TRANSFER,332138.32,C729983243,332138.32,0,C246124153,0,0,1,0
61,TRANSFER,475368.94,C397354505,475368.94,0,C320276503,0,0,1,0
61,TRANSFER,55062.46,C960647528,55062.46,0,C1203056408,0,0,1,0
61,TRANSFER,37720.99,C2113787126,37720.99,0,C2003052554,0,0,1,0
61,CASH_OUT,55062.46,C983142202,55062.46,0,C204026282,0,55062.46,1,0
61,TRANSFER,1155128.91,C74298259,1155128.91,0,C1317404545,0,0,1,0
61,TRANSFER,1735466.52,C182416415,1735466.52,0,C180492809,0,0,1,0
61,CASH_OUT,332138.32,C520847673,332138.32,0,C362089456,52021.34,384159.66,1,0
62,CASH_OUT,724414.43,C189532677,724414.43,0,C741569434,223853.38,948267.81,1,0
62,TRANSFER,407833.62,C1585122257,407833.62,0,C645113065,0,0,1,0
62,CASH_OUT,407833.62,C162879753,407833.62,0,C1818870755,0,407833.62,1,0
62,CASH_OUT,722380.88,C207317063,722380.88,0,C1419788780,331969.08,1054349.95,1,0
62,TRANSFER,722380.88,C1429215839,722380.88,0,C1401928307,0,0,1,0
62,CASH_OUT,401529.35,C570967174,401529.35,0,C1845869240,4162.42,405691.77,1,0
62,TRANSFER,401529.35,C330207825,401529.35,0,C1825454306,0,0,1,0
63,TRANSFER,14017.38,C156009552,14017.38,0,C2090793760,0,0,1,0
63,TRANSFER,1693962.01,C279016627,1693962.01,0,C234112724,0,0,1,0
63,CASH_OUT,148188.84,C198701564,148188.84,0,C492308077,194134.25,342323.08,1,0
64,CASH_OUT,1814483.97,C1694539503,1814483.97,0,C1906797318,0,1814483.97,1,0
64,CASH_OUT,841052.98,C1776675634,841052.98,0,C1757751807,0,841052.98,1,0
64,CASH_OUT,104957.85,C1731531059,104957.85,0,C621663353,29237.79,134195.64,1,0
